Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Max Qty (product.metafields.custom.max_qty),Alamat Apotek (product.metafields.vendor_info.address),Nama Apoteker (product.metafields.vendor_info.apoteker),Waktu Praktik (product.metafields.vendor_info.practice_hours),Jadwal Toko (product.metafields.vendor_info.schedule),Nomor SIA (product.metafields.vendor_info.sia),Nomor SIPA (product.metafields.vendor_info.sipa),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
neo-napacin-konimex-tablet,Neo Napacin Konimex Tablet,"<p>Dus, 25 Catch Cover @ 1 Strip @ 4 Tablet</p><p>Deskripsi: NEO NAPACIN Konimex TABLET adalah obat yang mengandung Theophylline yang diindikasikan untuk meringankan dan mengatasi penyakit asma bronkial.</p><p>Komposisi: Theophylline 150 mg</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: TABLET</p><p>NIE:DTL2313029410A1</p><p>Exp Date:06/2029</p>",Inofarma,,"","mqty:1, Obat Bebas",true,Title,Default Title,,,,,,,,ID114189-2,89.0,shopify,deny,manual,76300.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID114189-2_04092025_99831bbd-fe20-42d4-9b36-6daed4e3c7ae.jpg?v=1760337200,1,Neo Napacin Konimex Tablet,false,Neo Napacin Konimex Tablet,NEO NAPACIN Konimex TABLET adalah obat yang mengandung Theophylline yang diindikasikan untuk meringankan dan mengatasi penyakit asma bronkial.,,,,,,,,,g,,,active
omegdiar-mutifa-tablet,Omegdiar Mutifa Tablet,"<p>Dus, 10 Amplop @ 1 Strip @ 10 Tablet</p><p>Deskripsi: OMEGDIAR Mutifa TABLET adalah obat yang mengandung kaolin dan pectin yang diindikasikan untuk mengatasi diare</p><p>Komposisi: Kaolin 700 mg , Pectin 50 mg</p><p>Golongan Obat: GREEN</p><p>Bentuk Sediaan: TABLET</p><p>NIE:DBL9316905710A1</p><p>Exp Date:03/2027</p>",Inofarma,,"","mqty:1, Obat Bebas",true,Title,Default Title,,,,,,,,ID115284-2,152.0,shopify,deny,manual,34600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID115284-2_03092025_f46ef6cd-4be2-42b5-9efc-2451662389e3.jpg?v=1760337199,1,Omegdiar Mutifa Tablet,false,Omegdiar Mutifa Tablet,OMEGDIAR Mutifa TABLET adalah obat yang mengandung kaolin dan pectin yang diindikasikan untuk mengatasi diare,,,,,,,,,g,,,active
bioron-phapros-tablet,Bioron Phapros Tablet,"<p>Dus, 10 Catch Cover @ 1 Strip @ 10 Tablet Salut Gula</p><p>Deskripsi: BIORON Phapros TABLET adalah obat yang mengandung vitamin B1, B6, B12 yang diindikasikan untuk vitamin neurotropik agar menjaga kesehatan sistem syaraf</p><p>Komposisi: Tiap tablet mengandung Thiamine HCl (Vitamin B1) 100 mg, Pyridoxine HCl (Vitamin B6) 200 mg, Cyanocobalamin (Vitamin B12) 200 mcg</p><p>Golongan Obat: GREEN</p><p>Bentuk Sediaan: TABLET</p><p>NIE:DBL9119907716A1</p><p>Exp Date:07/2026</p>",Inofarma,,"","mqty:1, Obat Bebas",true,Title,Default Title,,,,,,,,ID102333-1,178.0,shopify,deny,manual,177800.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID102333-1_19082025_efc7ad3d-39fa-43ba-92d3-1d637824a3af.jpg?v=1760337197,1,Bioron Phapros Tablet,false,Bioron Phapros Tablet,"BIORON Phapros TABLET adalah obat yang mengandung vitamin B1, B6, B12 yang diindikasikan untuk vitamin neurotropik agar menjaga kesehatan sistem syaraf</p>",,,,,,,,,g,,,active
laxatab-tablet-50-mg,Laxatab Tablet 50 Mg,"<p>Dus, 20 Catch Cover @ 1 Strip @ 6 Tablet</p><p>Deskripsi: LAXATAB Galenium TABLET 50 MG adalah obat yang mengandung docusate sodium yang diindikasikan untuk mengatasi kesulitan buang air besar atau sembelit.</p><p>Komposisi: Docusate Sodium 50 mg</p><p>Golongan Obat: GREEN</p><p>Bentuk Sediaan: TABLET</p><p>NIE:DBL7827802110A1</p><p>Exp Date:10/2029</p>",Inofarma,,"","mqty:1, Obat Bebas",true,Title,Default Title,,,,,,,,ID111461-1,121.0,shopify,deny,manual,181600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID111461-1_05092025_5a9c85df-ad13-4e1c-9993-0a9de5bd85a9.jpg?v=1760337197,1,Laxatab Tablet 50 Mg,false,Laxatab Tablet 50 Mg,LAXATAB Galenium TABLET 50 MG adalah obat yang mengandung docusate sodium yang diindikasikan untuk mengatasi kesulitan buang air besar atau sembelit.</p>,,,,,,,,,g,,,active
erphahexin-tablet-8-mg,Erphahexin Tablet 8 Mg,"<p>Dus, 10 Amplop @ 1 Strip @ 10 Tablet</p><p>Deskripsi: ERPHAHEXIN Erlimpex TABLET 8 MG adalah obat yang mengandung bromhexine hydrochloride yang diindikasikan untuk mukolitik dan meredakan batuk berdahak</p><p>Komposisi: BROMHEXINE HYDROCHLORIDE 8 MG</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: TABLET</p><p>NIE:DTL8306403910A1</p><p>Exp Date:05/2027</p>",Inofarma,,"","mqty:1, Obat Bebas",true,Title,Default Title,,,,,,,,ID105821-1,173.0,shopify,deny,manual,19200.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID105821-1_29082025_f2a6b78e-d8c5-457a-ab54-71897e24f136.jpg?v=1760337196,1,Erphahexin Tablet 8 Mg,false,Erphahexin Tablet 8 Mg,ERPHAHEXIN Erlimpex TABLET 8 MG adalah obat yang mengandung bromhexine hydrochloride yang diindikasikan untuk mukolitik dan meredakan batuk berdahak,,,,,,,,,g,,,active
paranervion-kaplet,Paranervion Kaplet,"<p>Dus, 10 Amplop @ 1 Strip @ 10 Kaplet Salut Gula</p><p>Deskripsi: PARANERVION Erlimpex KAPLET adalah obat yang mengandung paraceramol, thiamine nitrate, pyridoxine hcl, dan cyanocobalamine yang diindikasikan untuk eringankan rasa sakit yang disebabkan oleh syaraf (neuritis)</p><p>Komposisi: Tiap kaplet salut gula mengandung : Paracetamol 500 mg, Vit B1 (Thiamine Mononitrate) 50 mg, Vit B6 (Pyridoxine HCl) 100 mg, Vit B12 (Cyanocobalamin) 100 mcg</p><p>Golongan Obat: GREEN</p><p>Bentuk Sediaan: KAPLET</p><p>NIE:DBL8306404308A1</p><p>Exp Date:07/2027</p>",Inofarma,,"","mqty:1, Obat Bebas",true,Title,Default Title,,,,,,,,ID115986-1,268.0,shopify,deny,manual,117000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID115986-1_12092025_5b3fb20b-69cf-47ca-9a1b-338975869cd5.jpg?v=1760337194,1,Paranervion Kaplet,false,Paranervion Kaplet,"PARANERVION Erlimpex KAPLET adalah obat yang mengandung paraceramol, thiamine nitrate, pyridoxine hcl, dan cyanocobalamine yang diindikasikan untuk eringankan rasa sakit yang disebabkan oleh syaraf (neuritis)</p>",,,,,,,,,g,,,active
tablet-tambah-darah-tablet,Tablet Tambah Darah Tablet,"<p>Dus, 10 Amplop @ 1 Strip @ 10 Tablet Salut Gula</p><p>Deskripsi: TABLET TAMBAH DARAH Erela TABLET adalah obat yang mengandung Ferrous Fumarate dan Asam Folat yang diindikasikan untuk membantu memenuhi kebutuhan zat besi dan asam folat tubuh serta terapi anemia megaloblastik</p><p>Komposisi: Ferrous Fumarate 60 mg, Asam Folat 400 mcg</p><p>Golongan Obat: GREEN</p><p>Bentuk Sediaan: TABLET</p><p>NIE:GBL1906318716A1</p><p>Exp Date:12/2028</p>",Inofarma,,"","mqty:1, Obat Bebas",true,Title,Default Title,,,,,,,,ID120305-1,105.0,shopify,deny,manual,49100.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID120305-1_19092025_4b2c2e28-b957-4bb3-bcd2-b73981ce1c98.jpg?v=1760337193,1,Tablet Tambah Darah Tablet,false,Tablet Tambah Darah Tablet,TABLET TAMBAH DARAH Erela TABLET adalah obat yang mengandung Ferrous Fumarate dan Asam Folat yang diindikasikan untuk membantu memenuhi kebutuhan zat besi dan asam folat tubuh serta terapi anemia megaloblastik,,,,,,,,,g,,,active
nalitik-mbf-kapsul-200-mg,Nalitik Mbf Kapsul 200 Mg,"<p>Dus, 6 Catch Cover @ 1 Strip @ 10 Kapsul</p><p>Deskripsi: NALITIK Mbf KAPSUL 200 MG adalah obat yang mengandung acetylcysteine yang diindikasikan untuk membantu mengeluarkan dahak</p><p>Komposisi: ACETYLCYSTEINE 200 MG</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: KAPSUL</p><p>NIE:DTL1413710201A1</p><p>Exp Date:07/2027</p>",Inofarma,,"","mqty:1, Obat Bebas",true,Title,Default Title,,,,,,,,ID113849-1,100.0,shopify,deny,manual,174200.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID113849-1_04092025_81069d72-274e-4208-8149-082289ffc931.jpg?v=1760337192,1,Nalitik Mbf Kapsul 200 Mg,false,Nalitik Mbf Kapsul 200 Mg,NALITIK Mbf KAPSUL 200 MG adalah obat yang mengandung acetylcysteine yang diindikasikan untuk membantu mengeluarkan dahak,,,,,,,,,g,,,active
erlagin-kaplet,Erlagin Kaplet,"<p>Dus, 10 Amplop @ 1 Strip @ 10 Kaplet Salut Selaput</p><p>Deskripsi: ERLAGIN Erela KAPLET yang mengandung Paracetamol, tiamina mononitrat, piridoksin hcl , sianokobalamin yang diindikasikan untuk neuritis dan neuralgia</p><p>Komposisi: Paracetamol 500 mg, tiamina mononitrat 50 mg, piridoksin hcl 100 mcg, sianokobalamin 100 mcg</p><p>Golongan Obat: GREEN</p><p>Bentuk Sediaan: KAPLET</p><p>NIE:DBL8506302209A1</p><p>Exp Date:07/2027</p>",Inofarma,,"","mqty:1, Obat Bebas",true,Title,Default Title,,,,,,,,ID105782-1,152.0,shopify,deny,manual,86000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID105782-1_29082025_c70062ba-430f-4a41-8c67-33ef3cfd0552.jpg?v=1760337191,1,Erlagin Kaplet,false,Erlagin Kaplet,"ERLAGIN Erela KAPLET yang mengandung Paracetamol, tiamina mononitrat, piridoksin hcl , sianokobalamin yang diindikasikan untuk neuritis dan neuralgia",,,,,,,,,g,,,active
antasida-doen-tablet-kunyah,Antasida Doen Tablet Kunyah,"<p>Dus, 10 Amplop @ Strip @ 10 Tablet Kunyah</p><p>Deskripsi: ANTASIDA DOEN Erela TABLET KUNYAH adalah obat yang mengandung alluminium hydroxide, magnesium hydroxyde yang diindikasikan untuk kelebihan asam lambung, gastritis, tukak lambung dan tukak usus</p><p>Komposisi: Tiap tablet mengandung Alumunium Hydroxide 200 mg, Magnesium Hydroxide 200 mg</p><p>Golongan Obat: GREEN</p><p>Bentuk Sediaan: TABLET</p><p>NIE:GBL0106305463A2</p><p>Exp Date:04/2027</p>",Inofarma,,"","mqty:1, Obat Bebas",true,Title,Default Title,,,,,,,,ID101082-2,131.0,shopify,deny,manual,19800.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID101082-2_19082025_478744f4-ccf2-413f-a76e-85d6d4bd347b.png?v=1760337190,1,Antasida Doen Tablet Kunyah,false,Antasida Doen Tablet Kunyah,"ANTASIDA DOEN Erela TABLET KUNYAH adalah obat yang mengandung alluminium hydroxide, magnesium hydroxyde yang diindikasikan untuk kelebihan asam lambung, gastritis, tukak lambung dan tukak usus",,,,,,,,,g,,,active
farmadol-kaplet-500-mg,Farmadol Kaplet 500 Mg,"<p>Dus, 10 Blister @ 10 Kaplet</p><p>Deskripsi: FARMADOL Pratapa Nirmala KAPLET 500 MG adalah obat yang mengandung parasetamol yang diindikasikan untuk mengatasi nyeri ringan sampai sedang, nyeri sesudah operasi cabut gigi, pireksia</p><p>Komposisi: PARACETAMOL 500 MG</p><p>Golongan Obat: GREEN</p><p>Bentuk Sediaan: KAPLET</p><p>NIE:DBL8831501304A1</p><p>Exp Date:08/2027</p>",Inofarma,,"","mqty:1, Obat Bebas",true,Title,Default Title,,,,,,,,ID106179-1,115.0,shopify,deny,manual,72600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID106179-1_29082025_5b647214-d6cd-440f-96b1-e5c51b36b776.jpg?v=1760337189,1,Farmadol Kaplet 500 Mg,false,Farmadol Kaplet 500 Mg,"FARMADOL Pratapa Nirmala KAPLET 500 MG adalah obat yang mengandung parasetamol yang diindikasikan untuk mengatasi nyeri ringan sampai sedang, nyeri sesudah operasi cabut gigi, pireksia",,,,,,,,,g,,,active
farmacrol-forte-tablet,Farmacrol Forte Tablet,"<p>Dus, 10 Amplop @ 1 Blister @ 10 Tablet Kunyah</p><p>Deskripsi: FARMACROL FORTE Pratapa Nirmala TABLET adalah obat yang mengandung aluminium hydroxide, simethicone, magnesium hydroxide yang diindikasikan untuk mengatasi mengurangi gejalagejala yang di timbulkan karena kelebihan asam lambung, tukak lambung, gastritis, tukak usus dua belas jari seperti mual, nyeri uli hati pada lambung</p><p>Komposisi: Mg(OH)2 100 mg, Al(OH)3-mg carbonate dried Gel 275 mg, Simethicone 125 mg</p><p>Golongan Obat: GREEN</p><p>Bentuk Sediaan: TABLET</p><p>NIE:DBL8831501463A1</p><p>Exp Date:04/2027</p>",Inofarma,,"","mqty:1, Obat Bebas",true,Title,Default Title,,,,,,,,ID106177-1,152.0,shopify,deny,manual,151600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID106177-1_29082025_b1946da2-28e4-4b72-9eb1-d8f09e9b1be0.jpg?v=1760337188,1,Farmacrol Forte Tablet,false,Farmacrol Forte Tablet,"FARMACROL FORTE Pratapa Nirmala TABLET adalah obat yang mengandung aluminium hydroxide, simethicone, magnesium hydroxide yang diindikasikan untuk mengatasi mengurangi gejalagejala yang di timbulkan karena kelebihan asam lambung, tukak lambung, gastritis, tukak usus dua belas jari seperti mual, nyeri uli hati pada lambung",,,,,,,,,g,,,active
fasgo-fima-tablet-500-mg,Fasgo Fima Tablet 500 Mg,"<p>Dus, 20 Strip @ 10 Tablet</p><p>Deskripsi: FASGO Fima TABLET 500 MG adalah obat yang mengandung paracetamol dan diindikasikan untuk meredakan sakit kepala, sakit gigi, nyeri yang menganggu dan menurunkan demam.</p><p>Komposisi: PARACETAMOL 500 MG</p><p>Golongan Obat: GREEN</p><p>Bentuk Sediaan: TABLET</p><p>NIE:DBL0928404710A1</p><p>Exp Date:05/2027</p>",Inofarma,,"","mqty:1, Obat Bebas",true,Title,Default Title,,,,,,,,ID106208-1,205.0,shopify,deny,manual,80600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID106208-1_26082025_21160ee5-4865-4edf-9f5c-2a89d3c02756.png?v=1760337186,1,Fasgo Fima Tablet 500 Mg,false,Fasgo Fima Tablet 500 Mg,"FASGO Fima TABLET 500 MG adalah obat yang mengandung paracetamol dan diindikasikan untuk meredakan sakit kepala, sakit gigi, nyeri yang menganggu dan menurunkan demam.",,,,,,,,,g,,,active
dapyrin-tablet-500-mg,Dapyrin Tablet 500 Mg,"<p>Dus, 20 Strip @ 10 Tablet</p><p>Deskripsi: DAPYRIN Hexpharm TABLET 500 MG adalah obat yang mengandung parasetamol yang diindikasikan untuk mengatasi nyeri ringan sampai sedang, nyeri sesudah operasi cabut gigi, pireksia.</p><p>Komposisi: PARACETAMOL 500 MG</p><p>Golongan Obat: GREEN</p><p>Bentuk Sediaan: TABLET</p><p>NIE:DBL0408510810A1</p><p>Exp Date:05/2027</p>",Inofarma,,"","mqty:1, Obat Bebas",true,Title,Default Title,,,,,,,,ID104539-1,194.0,shopify,deny,manual,62800.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID104539-1_22082025_65a62891-db1d-4f86-9e7d-40a597b42efc.jpg?v=1760337185,1,Dapyrin Tablet 500 Mg,false,Dapyrin Tablet 500 Mg,"DAPYRIN Hexpharm TABLET 500 MG adalah obat yang mengandung parasetamol yang diindikasikan untuk mengatasi nyeri ringan sampai sedang, nyeri sesudah operasi cabut gigi, pireksia.</p>",,,,,,,,,g,,,active
theobron-kapsul-130-mg,Theobron Kapsul 130 Mg,"<p>Dus,10 Amplop @ 1 Blister @ 4 Kapsul</p><p>Deskripsi: THEOBRON Interbat KAPSUL 130 MG adalah obat yang mengandung theophylline yang diindikasikan untuk mengatasi obstruksi saluran napas reversibel, asma akut berat</p><p>Komposisi: Theophylline 130 mg</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: KAPSUL</p><p>NIE:DTL9317608101A1</p><p>Exp Date:02/2027</p>",Inofarma,,"","mqty:1, Obat Bebas",true,Title,Default Title,,,,,,,,ID120769-1,73.0,shopify,deny,manual,193100.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID120769-1_18092025_b4c0df00-80c7-4edc-8661-11eab51feee9.png?v=1760337184,1,Theobron Kapsul 130 Mg,false,Theobron Kapsul 130 Mg,"THEOBRON Interbat KAPSUL 130 MG adalah obat yang mengandung theophylline yang diindikasikan untuk mengatasi obstruksi saluran napas reversibel, asma akut berat",,,,,,,,,g,,,active
oskadon-sp-tablet-350-200-mg,Oskadon Sp Tablet 350/200 Mg,"<p>Dus, 25 Catch Cover @ 1 Strip @ 4 Tablet</p><p>Deskripsi: OSKADON SP TABLET 350/200 MG adalah obat yang mengandung paracetamol, ibuprofen yang diindikasikan untuk mengurangi rasa nyeri otot pada pinggang dan punggung.</p><p>Komposisi: PARACETAMOL 350 MG, IBUPROFEN 200 MG</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: TABLET</p><p>NIE:DTL9930702510A1</p><p>Exp Date:05/2028</p>",Inofarma,,"","mqty:1, Obat Bebas",true,Title,Default Title,,,,,,,,ID115550-2,131.0,shopify,deny,manual,54000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID115550-2_12092025_919c8bc5-9ba3-4455-b2b6-c52f5fe86c8d.jpg?v=1760337183,1,Oskadon Sp Tablet 350/200 Mg,false,Oskadon Sp Tablet 350/200 Mg,"OSKADON SP TABLET 350/200 MG adalah obat yang mengandung paracetamol, ibuprofen yang diindikasikan untuk mengurangi rasa nyeri otot pada pinggang dan punggung.",,,,,,,,,g,,,active
omedrinat-mutifa-tablet-50-mg,Omedrinat Mutifa Tablet 50 Mg,"<p>Dus,10 Amplop @ 1 Strip @ 10 Tablet</p><p>Deskripsi: OMEDRINAT Mutifa TABLET 50 MG adalah obat yang mengandung dimendhidrinate dan termasuk golongan antihistamin. Obat diindikasikan untuk membantu mengurangi gejala mual, muntah serta pusing karena mabuk perjalanan serta vertigo.</p><p>Komposisi: DIMENHYDRINATE 50 MG</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: TABLET</p><p>NIE:DTL0616909510A1</p><p>Exp Date:-</p>",Inofarma,,"","mqty:1, Obat Bebas",true,Title,Default Title,,,,,,,,ID115267-1,89.0,shopify,deny,manual,41700.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID115267-1_03092025_7555f26a-077b-4cd2-be11-fc88681d11f1.jpg?v=1760337183,1,Omedrinat Mutifa Tablet 50 Mg,false,Omedrinat Mutifa Tablet 50 Mg,"OMEDRINAT Mutifa TABLET 50 MG adalah obat yang mengandung dimendhidrinate dan termasuk golongan antihistamin. Obat diindikasikan untuk membantu mengurangi gejala mual, muntah serta pusing karena mabuk perjalanan serta vertigo.",,,,,,,,,g,,,active
gastran-tablet,Gastran Tablet,"<p>Dus, 10 Amplop @ 1 Strip @ 10 Tablet</p><p>Deskripsi: GASTRAN Darya-Varia TABLET adalah obat yang mengandung aluminium hydroxide, magnesium hydroxide, simethicone yang diindikasikan untuk mengurangi gejala yang berhuungan dengan kelebihan asam lambung, gastritis, tukak lambung, tukak usus 12 jari, dengan gejala seperti mual, nyeri ulu hati, kembung dan perasaan penuh pada lambung.</p><p>Komposisi: ALUMINIUM HYDROXIDE, MAGNESIUM HYDROXIDE, SIMETHICONE</p><p>Golongan Obat: GREEN</p><p>Bentuk Sediaan: TABLET</p><p>NIE:DBL1904529110A1</p><p>Exp Date:02/2027</p>",Inofarma,,"","mqty:1, Obat Bebas",true,Title,Default Title,,,,,,,,ID107244-2,163.0,shopify,deny,manual,86800.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID107244-2_25082025_a63ce58c-bf1b-4d56-8582-bdc81d0add6d.jpg?v=1760337182,1,Gastran Tablet,false,Gastran Tablet,"GASTRAN Darya-Varia TABLET adalah obat yang mengandung aluminium hydroxide, magnesium hydroxide, simethicone yang diindikasikan untuk mengurangi gejala yang berhuungan dengan kelebihan asam lambung, gastritis, tukak lambung, tukak usus 12 jari, dengan gejala seperti mual, nyeri ulu hati, kembung dan perasaan penuh pada lambung.",,,,,,,,,g,,,active
erlamol-tablet-500-mg,Erlamol Tablet 500 Mg,"<p>Dus, 10 Amplop @ 1 Strip @ 10 Tablet</p><p>Deskripsi: ERLAMOL Erela TABLET 500 MG adalah obat yang mengandung paracetamol yang diindikasikan untuk membantu meredakan sakit kepala, sakit gigi, dan meredakan demam.</p><p>Komposisi: Parecetamol 500 mg</p><p>Golongan Obat: GREEN</p><p>Bentuk Sediaan: TABLET</p><p>NIE:DBL9206307910A1</p><p>Exp Date:04/2027</p>",Inofarma,,"","mqty:1, Obat Bebas",true,Title,Default Title,,,,,,,,ID105785-1,126.0,shopify,deny,manual,34600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID105785-1_29082025_0a81eec6-e075-4058-86c4-79fd901d698c.jpg?v=1760337180,1,Erlamol Tablet 500 Mg,false,Erlamol Tablet 500 Mg,"ERLAMOL Erela TABLET 500 MG adalah obat yang mengandung paracetamol yang diindikasikan untuk membantu meredakan sakit kepala, sakit gigi, dan meredakan demam.</p>",,,,,,,,,g,,,active
paracetamol-pim-kaplet-500-mg,Paracetamol Pim Kaplet 500 Mg,"<p>Dus, 10 Strip @ 10 Kaplet</p><p>Deskripsi: PARACETAMOL Pim KAPLET 500 MG adalah obat yang mengandung paracetamol yang diindikasikan untuk menurunkan demam,nyeri ringan sampai sedang, nyeri sesudah operasi cabut gigi, pireksia.</p><p>Komposisi: PARACETAMOL 500 MG</p><p>Golongan Obat: GREEN</p><p>Bentuk Sediaan: KAPLET</p><p>NIE:GBL9718905104A2</p><p>Exp Date:07/2029</p>",Inofarma,,"","mqty:1, Obat Bebas",true,Title,Default Title,,,,,,,,ID115931-2,110.0,shopify,deny,manual,24200.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID115931-2_12092025_092329e8-c0cd-4441-b30d-e91bba19ac10.jpg?v=1760337179,1,Paracetamol Pim Kaplet 500 Mg,false,Paracetamol Pim Kaplet 500 Mg,"PARACETAMOL Pim KAPLET 500 MG adalah obat yang mengandung paracetamol yang diindikasikan untuk menurunkan demam,nyeri ringan sampai sedang, nyeri sesudah operasi cabut gigi, pireksia.",,,,,,,,,g,,,active
mixagrip-flu-dan-batuk-kaplet,Mixagrip Flu Dan Batuk Kaplet,"<p>Dus, 25 Catch Cover @ 1 Strip @ 4 Kaptab</p><p>Deskripsi: MIXAGRIP FLU &amp; BATUK Kalbe KAPLET adalah obat analgesikantipiretik, antitusif dan dekongestan yang mengandung dextromethorpan hydrobromide, paracetamol dan phenyleprine hcl. Obat digunkan untuk mengobati  gejala flu seperti sakit kepala, demam, hidung tersumbat, dan batuk tidak berdahak.</p><p>Komposisi: Paracetamol 500 mg, Dextromethorphan HBr 10 mg, Phenylephrine HCl 10 mg</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: KAPLET</p><p>NIE:DTL1604429504A1</p><p>Exp Date:04/2027</p>",Inofarma,,"","mqty:1, Obat Bebas",true,Title,Default Title,,,,,,,,ID113530-1,152.0,shopify,deny,manual,109900.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID113530-1_02092025_8c871daf-c647-4ada-8fcc-cd6370f3c67d.jpg?v=1760337179,1,Mixagrip Flu Dan Batuk Kaplet,false,Mixagrip Flu Dan Batuk Kaplet,"MIXAGRIP FLU & BATUK Kalbe KAPLET adalah obat analgesikantipiretik, antitusif dan dekongestan yang mengandung dextromethorpan hydrobromide, paracetamol dan phenyleprine hcl. Obat digunkan untuk mengobati  gejala flu seperti sakit kepala, demam, hidung tersumbat, dan batuk tidak berdahak.",,,,,,,,,g,,,active
mantino-sampharindo-tablet-50-mg,Mantino Sampharindo Tablet 50 Mg,"<p>Dus, 10 Amplop @ 1 Strip @ 10 Tablet</p><p>Deskripsi: MANTINO Sampharindo TABLET 50 MG adalah obat yang mengandung dimenhydrinate yang diindikasikan untuk mengatasi mabuk, muntah dalam perjalan jika menggunakan kendaraan bermotor, kapal, kereta api dan pesawat udara</p><p>Komposisi: DIMENHYDRINATE 50 MG</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: TABLET</p><p>NIE:DTL0323406110A1</p><p>Exp Date:03/2028</p>",Inofarma,,"","mqty:1, Obat Bebas",true,Title,Default Title,,,,,,,,ID112366-1,68.0,shopify,deny,manual,58600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID112366-1_02092025_124870fd-505c-4487-8953-af5adf7a5086.png?v=1760337177,1,Mantino Sampharindo Tablet 50 Mg,false,Mantino Sampharindo Tablet 50 Mg,"MANTINO Sampharindo TABLET 50 MG adalah obat yang mengandung dimenhydrinate yang diindikasikan untuk mengatasi mabuk, muntah dalam perjalan jika menggunakan kendaraan bermotor, kapal, kereta api dan pesawat udara",,,,,,,,,g,,,active
antimo-phapros-tablet-50-mg,Antimo Phapros Tablet 50 Mg,"<p>Dus, 72 Catch Cover @ 1 Strip @ 10 Tablet</p><p>Deskripsi: ANTIMO Phapros TABLET 50 MG adalah obat yang mengandung dimenhydrinate yang diindikasikan untuk mengatasi mabuk, muntah dalam perjalan jika menggunakan kendaraan bermotor, kapal, kereta api dan pesawat udara</p><p>Komposisi: DIMENHYDRINATE 50 MG</p><p>Golongan Obat: BLUE</p><p>Bentuk Sediaan: TABLET</p><p>NIE:DTL7219929710A1</p><p>Exp Date:06/2029</p>",Inofarma,,"","mqty:1, Obat Bebas",true,Title,Default Title,,,,,,,,ID101120-1,472.0,shopify,deny,manual,438000.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0957/0002/5634/files/ID101120-1_19082025_5b46b79b-d427-4e62-ba52-997a74215e7a.png?v=1760337176,1,Antimo Phapros Tablet 50 Mg,false,Antimo Phapros Tablet 50 Mg,"ANTIMO Phapros TABLET 50 MG adalah obat yang mengandung dimenhydrinate yang diindikasikan untuk mengatasi mabuk, muntah dalam perjalan jika menggunakan kendaraan bermotor, kapal, kereta api dan pesawat udara</p>",,,,,,,,,g,,,active
